bron	doel	bytes	sha256	status
reports/DEF-766-20260918/check_links_ess03.py	2026-09-18-uitvoering/check_links_ess03.py.txt	1892	212c8de2f93f80aba40e508ac0ef28f98e5c0565e68ab152c64f89e663ee528b	opgenomen
reports/DEF-766-20260918/check_skillmd_ess03.py	2026-09-18-uitvoering/check_skillmd_ess03.py.txt	3841	178d4f29b5e580373296839ec8fe46c6cdebb8b9281330796ec47802e70e72b1	opgenomen
reports/DEF-766-20260918/claude-implementation-v1.jsonl	-	2554686	02da0f33312d39f0760bd7d1c57e6fcdbad6c8c7a3e6bc8c4089ae3c26b926e6	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/claude-implementation-v1.stderr	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	uitgesloten: CLI-stderr
reports/DEF-766-20260918/claude-preflight.jsonl	-	14062	ef8f77abb6473b92791f70573d5a555a2c4206c16f3c818eb49a390c77271bc4	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/claude-preflight.stderr	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	uitgesloten: CLI-stderr
reports/DEF-766-20260918/claude-skills-correction-v1.jsonl	-	167374	95c7cf7841522d108ce2784e6bd1bed9a98de66b438938b719d86c95bc005a8b	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/claude-skills-correction-v1.stderr	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	uitgesloten: CLI-stderr
reports/DEF-766-20260918/claude-skills-v1.jsonl	-	1008430	401a72cea3247b20b5efbe62c4002540e9885708eff771b77ff95739ed669522	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/claude-skills-v1.stderr	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	uitgesloten: CLI-stderr
reports/DEF-766-20260918/codex-app-review-v1.jsonl	-	407817	150751d26c310ba7d965ce829d3335904108f2dd10aa7dc7c4994e4d0418401c	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/codex-app-review-v1.stderr	-	1653	e93f6bd867a1ac17a1ef3948d1314434238bc161934b5a0464959e46954105c1	uitgesloten: CLI-stderr
reports/DEF-766-20260918/codex-app-review-v2.jsonl	-	23837	848ebf226dfd40e2b9839b72d1403e0545fdc579032e1ac5f57a56d8ee42babb	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/codex-app-review-v2.stderr	-	576	84f0f46f9574ac1e5217b656c1c5f698b861d185aa78c9885d9c81982087b7f3	uitgesloten: CLI-stderr
reports/DEF-766-20260918/codex-preflight-result-v2.txt	2026-09-18-uitvoering/codex-preflight-result-v2.txt	67	929ec2b9837727e1b5cc2d44a19d3389ca0699a5c97d6c1538ab3c3580778336	opgenomen
reports/DEF-766-20260918/codex-preflight-v2.jsonl	-	412	20a20fd98c7e9a6f520fdd7fec82a991dd4d9b030468993c31231c02b1b7587b	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/codex-preflight-v2.stderr	-	615	105d4dc6de36fa192f78a9b08badf0ae9e4ebaa173df3e827822eaa66d1c4436	uitgesloten: CLI-stderr
reports/DEF-766-20260918/codex-preflight.jsonl	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/codex-preflight.stderr	-	72	7c14d19a3caa522548b605f3392bfa75d8adb14f52f0f0a564504e0aef3abb86	uitgesloten: CLI-stderr
reports/DEF-766-20260918/codex-skills-review-v1.jsonl	-	231036	8fe0c6a901ae6e7c100e360ba22059267b0118e4b52fc436ad98e842206d6239	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/codex-skills-review-v1.stderr	-	917	f9d7b99d1787763a772a9673d210c946bf50d8256438236a74b843f929786ad2	uitgesloten: CLI-stderr
reports/DEF-766-20260918/codex-skills-review-v2.jsonl	-	33990	ced808e9a418411880026ee534d7d8711f1f01bea552ed6d0a09ac5e4942d577	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918/codex-skills-review-v2.stderr	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	uitgesloten: CLI-stderr
reports/DEF-766-20260918/compare_ess03_texts.py	2026-09-18-uitvoering/compare_ess03_texts.py.txt	4581	ece282fdf02f4ab77f7a81869db3049fabe32d38e7135e3f6b13d5a255b25b37	opgenomen
reports/DEF-766-20260918/contract-gap-v1.md	2026-09-18-uitvoering/contract-gap-v1.md	7654	336607249e25b0c84de79d7e5c9721d937da04ba12f3ef859c8452e03e2e77f8	opgenomen
reports/DEF-766-20260918/coordinator-baseline-lint.log	2026-09-18-uitvoering/coordinator-baseline-lint.log	154	9c8d49b2125904661447d8973a1bfc4093717147e3a44c2b595b3e4a13240733	opgenomen
reports/DEF-766-20260918/coordinator-verification.json	2026-09-18-uitvoering/coordinator-verification.json	448	f81aa3d29a266c015459a9bca4654c95c371fe6f5589f0803491e7b6441810a5	opgenomen
reports/DEF-766-20260918/def766-diff-v1.patch	2026-09-18-uitvoering/def766-diff-v1.patch	62123	c3484d50a845ec076e2312083aa89bf97c142aa9f2b144f3796b34250d4ac538	opgenomen
reports/DEF-766-20260918/final-make-lint.log	2026-09-18-uitvoering/final-make-lint.log	161	137020d1f342b9f68be2469c57e8c05668cd019aa0a92e5c13cea3b2a6918d24	opgenomen
reports/DEF-766-20260918/final-make-test.log	-	1527781	7a51a33556a2fe3c865d7844ac3abe9605a1749e7e1e318c25fe1811b4facbdf	uitgesloten: groter dan 250000 bytes
reports/DEF-766-20260918/final-offline-journey.log	2026-09-18-uitvoering/final-offline-journey.log	3020	93f48bd1a67cc4ba9405f5df1418112eabdf5b9c3439302afe4d5ace3ccacaf6	opgenomen
reports/DEF-766-20260918/green-def766-tests-run1.log	2026-09-18-uitvoering/green-def766-tests-run1.log	87	08c759b675d5f75f0aeac0b7578aa1acd6c6bcbd59af34ade1c3a41e5c1458d2	opgenomen
reports/DEF-766-20260918/green-gerichte-regressies-run1.log	2026-09-18-uitvoering/green-gerichte-regressies-run1.log	24681	0d67b3d577e985b3dfeef2d3e47f7f38403d661fb2d1e05d20e16b97a2b74fb6	opgenomen
reports/DEF-766-20260918/green-make-lint.log	2026-09-18-uitvoering/green-make-lint.log	161	137020d1f342b9f68be2469c57e8c05668cd019aa0a92e5c13cea3b2a6918d24	opgenomen
reports/DEF-766-20260918/green-make-test.log	-	1555276	366e050c7ea3d66876ab6ddca24b95a85e7bf1d2c9433bafe86f186b60207943	uitgesloten: groter dan 250000 bytes
reports/DEF-766-20260918/green-offline-journey.log	2026-09-18-uitvoering/green-offline-journey.log	2857	17773cc670afa7eca37fd26e1fe678e47d173e12e8276562a7c54f006eb07df3	opgenomen
reports/DEF-766-20260918/green-prompt-run2.log	2026-09-18-uitvoering/green-prompt-run2.log	186	4c4d9129541cea09b6412b005ef7fb5c330ff448f18f1f1ef65cc643f8349d6b	opgenomen
reports/DEF-766-20260918/green-prompts-run3.log	2026-09-18-uitvoering/green-prompts-run3.log	16228	26d33865d42c134203111c1f1f7848ee4ce5f2a2579a8edc45441743014ef9d1	opgenomen
reports/DEF-766-20260918/implementation-brief-v1.md	2026-09-18-uitvoering/implementation-brief-v1.md	5826	655fd518e9aa039e7e37f77590603de2c0d864fc39a44c396cf404114480c9c1	opgenomen
reports/DEF-766-20260918/implementation-report-v1.md	2026-09-18-uitvoering/implementation-report-v1.md	15932	b832830d08e7074c3a2d31a409f8fd42049bd42663b62829ed45ffdd78a1a605	opgenomen
reports/DEF-766-20260918/proef-na-fix.json	2026-09-18-uitvoering/proef-na-fix.json	28686	43edaf89237c14ce88b412836cb735eb71aeaea5741a625d065c593d3cce9b9e	opgenomen
reports/DEF-766-20260918/proef-na-fix.log	2026-09-18-uitvoering/proef-na-fix.log	4225	7c9c85ad7e8be94f22e801d052ea1c290626a2d84b9b6066c08ea341258d15ef	opgenomen
reports/DEF-766-20260918/proef-na-fix.py	2026-09-18-uitvoering/proef-na-fix.py.txt	2977	d85fd8eae241a297001fe085bdb3833b2c9d52efff245ac758c359de1a7c6c9b	opgenomen
reports/DEF-766-20260918/red-def766-tests.log	2026-09-18-uitvoering/red-def766-tests.log	36792	787135bdcdad2aba03a4518969a0f85bf81cede8e403d718fe39c67ba3e94115	opgenomen
reports/DEF-766-20260918/skill-change-plan-v1.md	2026-09-18-uitvoering/skill-change-plan-v1.md	16244	bd0e24dd4553640590fc856c931a247a13c83475a223d9b749de99340a21fd7b	opgenomen
reports/DEF-766-20260918/skills-brief-v1.md	2026-09-18-uitvoering/skills-brief-v1.md	3795	b6d285c97835ea7f57aff08e076943fa53e1bc8c6fd843e326e01f2786d7202d	opgenomen
reports/DEF-766-20260918/skills-correction-brief-v1.md	2026-09-18-uitvoering/skills-correction-brief-v1.md	1328	4d610b8ea002853fca16576fa590cb072f1899289cd53d6a920340267d1c6cb7	opgenomen
reports/DEF-766-20260918/skills-correction-report-v1.md	2026-09-18-uitvoering/skills-correction-report-v1.md	6709	b1a73c20488a696c3b2af91cec1ea3ef01181cba6ed12cb59562848f9ccc18ed	opgenomen
reports/DEF-766-20260918/skills-correction-v1.diff	2026-09-18-uitvoering/skills-correction-v1.diff	5591	9ababb079e3972023400cbd6d6592437e423b952b72e8572115e474c0a5561b4	opgenomen
reports/DEF-766-20260918/skills-delta-review-brief-v1.md	2026-09-18-uitvoering/skills-delta-review-brief-v1.md	1444	bb4d803fd640106167b1de65e02927623a23bc5efe69f72968b00bb5368d67b1	opgenomen
reports/DEF-766-20260918/skills-final.patch	2026-09-18-uitvoering/skills-final.patch	40788	6a410e7b4a3f6a4732bdf76f3911ca0a3f42f8d0f5ce009824c886c30b5cd20d	opgenomen
reports/DEF-766-20260918/skills-report-v1.md	2026-09-18-uitvoering/skills-report-v1.md	19100	7089971b639338f388ea238d0d1bcda05bc639c10d8719373c70bcc035db8d99	opgenomen
reports/DEF-766-20260918/skills-review-brief-v1.md	2026-09-18-uitvoering/skills-review-brief-v1.md	2450	e65f6d801f203ba0c717723721ab011c66f11819b615078df7a5b5013f504964	opgenomen
reports/DEF-766-20260918/skills-review-manifest-v1.json	2026-09-18-uitvoering/skills-review-manifest-v1.json	986	adfd8cbc47813bb5abc2e36e899b3643a8e050310a6ae53db972d96178cf0964	opgenomen
reports/DEF-766-20260918/skills-review-manifest-v2.json	2026-09-18-uitvoering/skills-review-manifest-v2.json	1099	d10531485f649380aabf16eb1d4a10dd4a76c903cbb5fda3742ae9e869582ae2	opgenomen
reports/DEF-766-20260918/skills-review-v1.md	2026-09-18-uitvoering/skills-review-v1.md	1824	ac36ab69e9255efce7d7b40d9712e67e90ece4355378efa6ee29a8300545d235	opgenomen
reports/DEF-766-20260918/skills-review-v2.md	2026-09-18-uitvoering/skills-review-v2.md	1008	235c4c739abaecdc2471016019c191e8196b8672cf514001f1adae2d9e13fab1	opgenomen
reports/DEF-766-20260918-publicatie/app-ci-tests-v1.log	-	4227327	b8b4b534eecdea2c3d5719d5afe488b4aec0b66778bd18c2de9eed3406c8e2d3	uitgesloten: groter dan 250000 bytes
reports/DEF-766-20260918-publicatie/app-commit-v2.log	2026-09-18-publicatie/app-commit-v2.log	2909	7fb87e2fb27eb473d172632c07475a3fd22b97fb81dc2ad3208020102c8f0f19	opgenomen
reports/DEF-766-20260918-publicatie/app-commit-verification-v1.json	2026-09-18-publicatie/app-commit-verification-v1.json	284	6a2b5b8a0a9f71eb5ca5bd5e8117da8825dc219b8b62940f80d590568d9b8c26	opgenomen
reports/DEF-766-20260918-publicatie/app-merge-verification-v1.json	2026-09-18-publicatie/app-merge-verification-v1.json	261	ac8f3ccbd95b312664cabbfe47f25a7493caaf9df6366560dc0b7bf7d7a34262	opgenomen
reports/DEF-766-20260918-publicatie/app-pr-body-v1.md	2026-09-18-publicatie/app-pr-body-v1.md	2615	5b6b20af669f9c1e13d8d0f27c7189967821880af62f863f7c2ccead630d2c6a	opgenomen
reports/DEF-766-20260918-publicatie/app-pr-body-v2.md	2026-09-18-publicatie/app-pr-body-v2.md	3246	0690f9d5143f0e1aa85bfafd8e87cf6e6a3fe0b1f22e91d1cb10bb08a6af6046	opgenomen
reports/DEF-766-20260918-publicatie/app-pr-final-checks-v2.json	2026-09-18-publicatie/app-pr-final-checks-v2.json	9735	8de47500d74d4494e800548b5a1cf0727a72bf96b58ee996155fba2f88ab7292	opgenomen
reports/DEF-766-20260918-publicatie/app-review-v3.md	2026-09-18-publicatie/app-review-v3.md	772	1d8636cb37559f3e171b134d1498d7dafd5132d1b8759fd6ebd5819c33abab5b	opgenomen
reports/DEF-766-20260918-publicatie/app-verification-manifest-v3.json	2026-09-18-publicatie/app-verification-manifest-v3.json	2090	48d837aa5019d20908ac66cc1bbab7800f5655d4c1a43e7e4023afd88165e477	opgenomen
reports/DEF-766-20260918-publicatie/claude-modelproef-v1.jsonl	-	440125	c29b46f2b4fddb58365fef0f5f876c1b14b2a68ffb7fb70b696adc697dfc072c	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918-publicatie/claude-modelproef-v1.stderr	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	uitgesloten: CLI-stderr
reports/DEF-766-20260918-publicatie/claude-publication-lint-v1.jsonl	-	106917	f98347bd94de7f5ec2540696354dbd941ded6ab4c4a53ffecb52fcb8dcb9be9b	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918-publicatie/codex-app-review-v3.jsonl	-	14944	1dd9eca1e77fc1c3c779c716719edeffffa0172cdbf8cc3c94938d9c9fd9b4ab	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-20260918-publicatie/codex-app-review-v3.stderr	-	1376	395078f67c58e95aa2e0d30fdefa62efa7672d499aa0f21a179e83aa6d176d43	uitgesloten: CLI-stderr
reports/DEF-766-20260918-publicatie/def766-diff-v2.patch	2026-09-18-publicatie/def766-diff-v2.patch	62199	fdf15ff55500128551ba1a983f88eb46286651a2538ebb79b80ddf6b17d93d9c	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-brief-v1.md	2026-09-18-publicatie/modelproef-brief-v1.md	2155	a16ecafd3881f8f045c61674e53a60b11246754d58a85858fd81c1b21bb7f00d	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-coordinator-verification-v1.json	2026-09-18-publicatie/modelproef-coordinator-verification-v1.json	371	8637e60832f13c740e6279353b4b25e9247e8ad85a9a4eb331980eca83efb6d3	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-dry-run.log	2026-09-18-publicatie/modelproef-dry-run.log	1042	bc7ed6f754de2f62065e8c204287339575134d5586434befc3b9b727db901264	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-prompt-MP-01-eiland.txt	2026-09-18-publicatie/modelproef-prompt-MP-01-eiland.txt	30062	e9a65c4d82d4e3925a685c4d24f61ef4bfe8f046f4662551110125d692b9272a	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-prompt-MP-02-water-stof.txt	2026-09-18-publicatie/modelproef-prompt-MP-02-water-stof.txt	30022	377965ca19c4e423609e5347e71a8903ccc3e21900f5e93c81d7afa52a523660	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-prompt-MP-03-watermonster.txt	2026-09-18-publicatie/modelproef-prompt-MP-03-watermonster.txt	30043	d1ac038df09af80c417ad1cfc304945de720b9220a079aba87fa851c78ba7ce6	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-prompt-MP-04-boekexemplaar.txt	2026-09-18-publicatie/modelproef-prompt-MP-04-boekexemplaar.txt	30044	ce18d55ebdfb06468b44369c07bf3f71093476d59191be972d84c6168bd9b721	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-report-v1.md	2026-09-18-publicatie/modelproef-report-v1.md	12162	80f1ba8b6437b74f6236336ccd9c55a4e496999e17b186622a83ab125aa066a2	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-run.log	2026-09-18-publicatie/modelproef-run.log	2489	aad33b5957960c9aafe69854de44b8ce3c74d2e774ebca27523071efa28ec3fe	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-v1.json	2026-09-18-publicatie/modelproef-v1.json	15914	a2091a285f8d6189c54215db2416dda9f7ebfccd1c33859f584960b706e82b29	opgenomen
reports/DEF-766-20260918-publicatie/modelproef-v1.py	2026-09-18-publicatie/modelproef-v1.py.txt	15365	e42f7a372ff5d8447a3ffa9cccb95b89e5032a168dde6e47c19798e66398a9ec	opgenomen
reports/DEF-766-20260918-publicatie/publicatieverslag-v1.md	2026-09-18-publicatie/publicatieverslag-v1.md	5065	d9b9aa54dbb94e48a38a2cd77d7598d1a0a0862b066db4471e730b473260414e	opgenomen
reports/DEF-766-20260918-publicatie/publication-delta-review-v1.md	2026-09-18-publicatie/publication-delta-review-v1.md	1354	d359d377e80c007b524c0f6a44d99fc7a8bec83eead512bd29edb8c975bd51fe	opgenomen
reports/DEF-766-20260918-publicatie/publication-lint-ast-before.log	2026-09-18-publicatie/publication-lint-ast-before.log	97	a2c7d3a0a2f2ad238df5fafc7a7084c981394bb301bece6555341ff0d4b3dd1f	opgenomen
reports/DEF-766-20260918-publicatie/publication-lint-ast-compare.log	2026-09-18-publicatie/publication-lint-ast-compare.log	1018	20b1545bb1601f6ed980417051c2fed4458a3f4253d6df7d87ebaabb02b50117	opgenomen
reports/DEF-766-20260918-publicatie/publication-lint-before.py	2026-09-18-publicatie/publication-lint-before.py.txt	22252	fd352e8897f93ddd389e4406a39fc63e46b777e5570569782a5285fe1e534c95	opgenomen
reports/DEF-766-20260918-publicatie/publication-lint-fix-report-v1.md	2026-09-18-publicatie/publication-lint-fix-report-v1.md	3569	00213c4a95976b946f87b12de37458e42e08b05ef5b6af169a3df957b6765bc5	opgenomen
reports/DEF-766-20260918-publicatie/publication-lint-hash-after.txt	2026-09-18-publicatie/publication-lint-hash-after.txt	121	fefafb6ef20a6bfef0fd1cd0c7447f6a4ea8e65349b558bbd013d374c495430e	opgenomen
reports/DEF-766-20260918-publicatie/publication-lint-precommit-after.log	2026-09-18-publicatie/publication-lint-precommit-after.log	286	ea68a8b77f87c851f4532acd3227214ca71523512cd3be25e1c33e7f9c3a9d35	opgenomen
reports/DEF-766-20260918-publicatie/publication-lint-precommit-before.log	2026-09-18-publicatie/publication-lint-precommit-before.log	1407	62902b035eab8fd378628a5e9ed97a383ddbad3c53fba66a8fc073c460fa9c57	opgenomen
reports/DEF-766-20260918-publicatie/publication-lint-tests.log	2026-09-18-publicatie/publication-lint-tests.log	106	5a891cfc46510c42922589d652f82c420a9ec02daa09595fbcf8e502763b266f	opgenomen
reports/DEF-766-20260918-publicatie/publication-zip-verification-v1.json	2026-09-18-publicatie/publication-zip-verification-v1.json	625	e85d988c8a49ab779f54cf5550186e4edbaea6d7630776d4fa8bbfafacd57707	opgenomen
reports/DEF-766-20260918-publicatie/skills-installation-inventory-v1.json	2026-09-18-publicatie/skills-installation-inventory-v1.json	4321	0ddf3a0d08f41f74b04f138b4d40666a8a89ac7e3abde4d4449fe4602960f2b2	opgenomen
reports/DEF-766-20260918-publicatie/skills-pr-body-v1.md	2026-09-18-publicatie/skills-pr-body-v1.md	1728	fd231829b058a914fa9b054de0eead971522b67194f4943763485c55a49cb9e0	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/codex-heldout-v1.stderr	-	576	81ff51d0472cc5344435b18e6454e1aeec4cfcbe91508ee69c67d9a45fab97ab	uitgesloten: CLI-stderr
reports/DEF-766-AI-20260921/onafhankelijk/codex-review-development-v2.jsonl	-	130050	158c3ac3e2b051ae4ad178811d840facd3f2cb90a0bccaa6eab38c3636e1cc44	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-AI-20260921/onafhankelijk/codex-review-development-v2.stderr	-	576	52879018caccfd2e3065423af8db9514087c78131e7d199a1394d720a5c52d31	uitgesloten: CLI-stderr
reports/DEF-766-AI-20260921/onafhankelijk/codex-review-phase1-v1.jsonl	-	755677	aaae64e418c0b7769524aa3138001bb274c5d14622e8c1802972d740f24caaca	uitgesloten: CLI-sessielog (ruw, groot)
reports/DEF-766-AI-20260921/onafhankelijk/codex-review-phase1-v1.stderr	-	2068	a313074564aafc938db3a5e0a2914107799d67d36fe4f77cb9dfbba6868ee3ca	uitgesloten: CLI-stderr
reports/DEF-766-AI-20260921/onafhankelijk/coordinator-inspection-notes-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/coordinator-inspection-notes-v1.md	1343	d76b4df06c28055f86b303505dc01adfa5d0cc3de86676de46f241701f124bbc	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/heldout-brief-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/heldout-brief-v1.md	3749	505f7eadf266b995f6a556614702bc587be13bd19d9f4c323d13e8d8407149a5	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/heldout-execution-brief-template-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/heldout-execution-brief-template-v1.md	2727	cebd7022b02671cee0dfb995f89bc7b35159f880770857c9829fdf83adebb57b	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/heldout-execution-brief-template-v2.md	2026-09-21-ai-beoordeling/onafhankelijk/heldout-execution-brief-template-v2.md	3083	df50461a0144068ccb4c30a221bf1a4dcc9daa033c13ebb85304284853fddee7	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/heldout-seal-v1.json	2026-09-21-ai-beoordeling/onafhankelijk/heldout-seal-v1.json	709	b4d00c032d5349c5ed7b9b7024ab775c2d737cc437bbf704c2853c69a1d02e4a	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-correction-brief-template-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/review-correction-brief-template-v1.md	3556	6a4621629ae35120a53453b557c91c3a4928d72c16982aed6df6febefe3882e7	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-criteria-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/review-criteria-v1.md	3908	ce2dec48ead428329735d470b21176ef7bb7a087c9b5a661bfc1a2cdf9e45168	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-delta-brief-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/review-delta-brief-v1.md	7149	dbcbab860da55fbaa69990a293b4bb0c519b9f1796d04cd37e3ef0a64e0794b1	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-delta-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/review-delta-v1.md	31744	19dff327691e779a9426515713103742470ee4908a34c444a1fe4961648aa425	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-development-v2-brief.md	2026-09-21-ai-beoordeling/onafhankelijk/review-development-v2-brief.md	2931	aec303d555da9a2c824d0175dcef0987040a78b782c78ad56ab65a7ff3503348	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-development-v2.md	2026-09-21-ai-beoordeling/onafhankelijk/review-development-v2.md	5980	c76bcd58e88e31792605fbaebbec35ec9b30e6e317f0594e06c8c9bdf697ea63	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-heldout-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/review-heldout-v1.md	12729	674adf08448aafe95fb8589e62f718fbc38953bd12a3cc12c629549298437e8a	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-phase1-brief-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/review-phase1-brief-v1.md	6442	e511ce11cf1b4c0a3bdd84c198cef26d02d856941b21bd710adaf220f7a72935	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-phase1-brief-v2.md	2026-09-21-ai-beoordeling/onafhankelijk/review-phase1-brief-v2.md	6768	f6564ac7b009463e28d9d47743ee395dd3576e202f200c5f0f5880a64a44b5cc	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-phase1-brief-v3.md	2026-09-21-ai-beoordeling/onafhankelijk/review-phase1-brief-v3.md	6731	5b95bc127701f5315179142d16f0490153df535f99d43cd130c48a1ba10a4174	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-phase1-v1.md	2026-09-21-ai-beoordeling/onafhankelijk/review-phase1-v1.md	22681	f62af6be4cb99ca5d09f29e1cdd9bcfb37eb22205afc2036e4ac6c035a746835	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-v3.md	2026-09-21-ai-beoordeling/onafhankelijk/review-v3.md	8825	34fa27af959b45cb8118cdeaffedef2c305de45eb22b1ec1373ba6df76f7eea7	opgenomen
reports/DEF-766-AI-20260921/onafhankelijk/review-v4.md	2026-09-21-ai-beoordeling/onafhankelijk/review-v4.md	5353	543961a608c46e9050259da53a48bbd1120ea756a851114c427dc3611100a421	opgenomen
reports/DEF-766-AI-20260921/pr-body-v1.md	2026-09-21-ai-beoordeling/pr-body-v1.md	8045	325012b333ccd2829938f4d7f564a8493d516fba82ca49349bd3576453c4d8e2	opgenomen
reports/DEF-766-AI-20260921/uitvoerder/base-src/pyproject.toml	-	8676	745767769aebd3c38f1132138d3126abb12e6226b5b6fbe54bdcf89e49a4de85	uitgesloten: bronsnapshot (reproduceerbaar uit git)
reports/DEF-766-AI-20260921/uitvoerder/base-src/src/__init__.py	-	437	f23913839e3e521f2953909d16554c6f5b14d607b9aa1eaf6603e34b054f1c90	uitgesloten: bronsnapshot (reproduceerbaar uit git)
